TripId	HVLINE	Trip TimeStamp	Trip RunNumber	Trip LB	Stable Zero	Ramp Up	Recovery TimeStamp	Recovery RunNumber	Recovery LB	Stable Beams	Fill Number	Num CollBunches	Solenoid	Toroid	Module	Channel	Det	Side	Phi Wedge	SubPhi Wedge	Eta Sector	Electrode Side	Map	Powered Electrodes	HVLINE Status
343	147012	2012-11-06 03:03:58	214086	469	-1	-1	2012-11-06 03:04:12	214086	470	Y	3266	1368	ON	ON	147	12	EMEC	C	7	5	8	L	16>19	4	new
342	132003	2012-11-05 23:14:27	214086	231	-1	-1	2012-11-05 23:14:34	214086	232	Y	3266	1368	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
341	8004	2012-11-03 19:08:16	213951	252	-1	-1	2012-11-03 19:08:30	213951	252	N	3261	1368	ON	ON	8	4	EMEC	A	1	1	2	H	0>23	24	current
340	48009	2012-11-03 05:26:58	213900	667	-1	667	2012-11-03 05:30:46	213900	671	Y	3259	1368	ON	ON	48	9	HEC	A	2	0	3	EST2	25>32-ID=CR31	8	current
339	336005	2012-11-02 13:18:36	213821	1	1	-1	2012-11-02 13:23:00	0	0	N	3254	0	ON	ON	336	5	EMEC	A	1	2	6	H	24>47	24	new
337	132003	2012-11-02 10:27:24	213819	236	-1	-1	2012-11-02 10:27:35	213819	236	Y	3253	1368	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
338	336005	2012-11-02 09:04:42	213819	143	154	-1	2012-11-02 13:13:56	213821	1	Y	3253	1368	ON	ON	336	5	EMEC	A	1	2	6	H	24>47	24	new
336	154005	2012-11-01 19:45:16	213796	331	-1	331	2012-11-01 19:54:39	213796	342	Y	3250	1368	ON	ON	154	5	HEC	C	13	0	4	EST2	33>40-ID=CR09	8	current
335	79006	2012-10-30 10:50:52	213684	77	-1	77	2012-10-30 10:55:05	213684	81	N	3240	1	ON	ON	79	6	HEC	A	31	0	2	EST1	9>24-ID=CF19	16	current
334	122007	2012-10-30 01:18:12	213640	60	-1	60	2012-10-30 01:22:15	213640	64	Y	3238	1368	ON	ON	122	7	EMEC	C	1	4	5	L	72>95	24	new
333	103005	2012-10-28 19:38:56	213539	239	246	-1	9999-12-31 23:00:00	0	0	Y	3236	1368	ON	ON	103	5	EMEC	C	5	2	0	L	24>47	24	current
332	73005	2012-10-27 19:45:06	213486	143	-1	143	2012-10-27 19:46:25	213486	144	Y	3232	1368	ON	ON	73	5	HEC	A	19	0	2	EST2	9>24-ID=AF18	16	current
331	103005	2012-10-27 04:15:39	213431	222	-1	-1	2012-10-27 04:15:45	213431	222	Y	3229	1368	ON	ON	103	5	EMEC	C	5	2	0	L	24>47	24	current
330	333007	2012-10-24 05:00:40	213250	259	-1	-1	2012-10-24 05:00:52	213250	260	Y	3214	1368	ON	ON	333	7	EMEC	A	5	8	8	L	28>31	4	new
329	132003	2012-10-23 07:48:38	213157	157	-1	-1	2012-10-23 07:48:52	213157	158	Y	3210	1368	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
328	4004	2012-10-22 14:44:00	213130	241	-1	-1	2012-10-22 14:44:18	213130	245	Y	3208	1368	ON	ON	4	4	EMEC	A	1	1	1	H	0>23	24	current
327	8004	2012-10-22 01:50:43	213092	271	-1	-1	2012-10-22 01:50:52	213092	272	N	3207	1368	ON	ON	8	4	EMEC	A	1	1	2	H	0>23	24	current
326	146003	2012-10-21 18:47:52	213079	524	-1	-1	2012-10-21 18:47:57	213079	524	Y	3204	1368	ON	ON	146	3	EMEC	C	4	4	8	L	12>15	4	new
325	153015	2012-10-20 10:02:04	212993	725	-1	725	2012-10-20 10:08:22	212993	733	Y	3201	1368	ON	ON	153	15	HEC	C	8	0	4	PAD1	33>40-ID=CR24	8	current
324	171006	2012-10-20 05:36:55	212993	440	-1	-1	2012-10-20 05:37:02	212993	441	Y	3201	1368	ON	ON	171	6	HEC	C	15	0	2	EST1	9>24-ID=AF12	16	current
323	242005	2012-10-20 02:49:48	212993	260	-1	261	2012-10-20 03:07:11	212993	279	Y	3201	1368	ON	ON	242	5	EMB	C	4	0	6	H	32>63	32	current
322	142011	2012-10-20 01:47:40	212993	196	-1	-1	2012-10-20 01:47:51	212993	197	Y	3201	1368	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
321	158006	2012-10-19 19:40:44	0	0	-1	0	2012-10-19 19:47:18	0	0	N	3201	0	ON	ON	158	6	HEC	C	25	0	4	EST1	33>40-ID=CR21	8	current
320	163009	2012-10-19 16:03:36	212967	448	-1	449	2012-10-19 16:04:41	212967	450	Y	3200	1368	ON	ON	163	9	HEC	C	32	0	3	EST2	25>32-ID=CR32	8	current
319	171011	2012-10-15 10:33:01	212721	51	-1	52	2012-10-15 10:35:26	212721	54	N	3185	0	ON	ON	171	11	HEC	C	16	0	1	PAD1	1>8-ID=CF08	8	current
316	211000	2012-10-08 10:00:23	212293	1	-1	-1	2012-10-08 10:00:41	212293	1	N	3139	0	ON	ON	211	0	EMB	A	5	0	1	H	32>63	32	current
317	257000	2012-10-08 09:29:39	212291	1	-1	1	2012-10-08 09:43:44	212291	7	N	3139	0	ON	ON	257	0	EMB	C	13	0	1	L	32>47	16	current
318	223014	2012-10-08 09:25:15	212291	1	-1	1	2012-10-08 09:43:42	212291	7	N	3139	0	ON	ON	223	14	EMB	A	12	-1	7	H	0>31	32	current
315	48009	2012-10-06 01:06:57	212144	1142	-1	1143	2012-10-06 01:13:15	212144	1150	Y	3133	1368	ON	ON	48	9	HEC	A	2	0	3	EST2	25>32-ID=CR31	8	current
314	48009	2012-10-05 18:58:04	212144	723	-1	723	2012-10-05 19:05:11	212144	731	Y	3133	1368	ON	ON	48	9	HEC	A	2	0	3	EST2	25>32-ID=CR31	8	current
313	316015	2012-10-02 08:13:16	211867	978	980	-1	2012-10-02 14:15:34	211902	1	Y	3121	1224	ON	ON	316	15	EMECPS	C	15	0	1	H	---------------	0	current
255	284015	2012-09-26 14:50:45	211522	186	189	193	2012-09-26 15:03:51	211522	220	Y	3087	72	ON	ON	284	15	EMBPS	C	11	0	4	L	---------------	0	current
256	286015	2012-09-26 14:50:45	211522	186	189	192	2012-09-26 15:02:46	211522	216	Y	3087	72	ON	ON	286	15	EMBPS	C	11	0	4	H	---------------	0	current
254	65014	2012-09-16 20:00:54	210308	583	-1	-1	2012-09-16 20:17:49	210308	584	N	3071	1368	ON	ON	65	14	HEC	A	4	0	2	EST1	9>24-ID=AF19	16	current
253	316003	2012-09-15 20:51:05	210302	294	296	-1	9999-12-31 23:00:00	0	0	Y	3067	1368	ON	ON	316	3	EMECPS	C	3	0	1	H	---------------	0	current
251	132003	2012-09-15 20:13:36	210302	252	-1	-1	2012-09-15 20:13:49	210302	253	Y	3067	1368	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
249	4004	2012-09-15 19:41:30	210302	218	-1	219	2012-09-15 19:43:29	210302	220	N	3067	1368	ON	ON	4	4	EMEC	A	1	1	1	H	0>23	24	current
252	8004	2012-09-15 19:41:29	210302	218	-1	219	2012-09-15 19:42:48	210302	220	N	3067	1368	ON	ON	8	4	EMEC	A	1	1	2	H	0>23	24	current
250	318002	2012-09-15 19:29:46	210302	206	217	-1	9999-12-31 23:00:00	0	0	N	3067	1368	ON	ON	318	2	EMECPS	C	2	0	1	L	---------------	0	current
248	132003	2012-09-09 19:47:20	209994	447	-1	-1	2012-09-09 19:47:31	209994	448	Y	3047	1368	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
245	139014	2012-09-08 03:32:59	209937	39	46	-1	2012-09-08 03:43:12	209937	49	N	3040	0	ON	ON	139	14	EMEC	C	7	7	7	L	24>27	4	new
244	139014	2012-09-08 03:28:18	209937	35	36	35	2012-09-08 03:32:49	209937	39	N	3040	1	ON	ON	139	14	EMEC	C	7	7	7	L	24>27	4	new
243	139014	2012-09-08 03:25:00	209937	31	-1	-1	2012-09-08 03:27:59	209937	34	N	3040	1	ON	ON	139	14	EMEC	C	7	7	7	L	24>27	4	new
242	139014	2012-09-08 03:20:56	209937	24	26	24	2012-09-08 03:24:17	209937	28	N	3040	1	ON	ON	139	14	EMEC	C	7	7	7	L	24>27	4	new
241	139014	2012-09-08 03:05:31	209937	7	21	-1	2012-09-08 03:20:36	209937	23	N	3040	0	ON	ON	139	14	EMEC	C	7	7	7	L	24>27	4	new
247	318006	2012-09-07 15:07:53	0	0	-1	0	2012-09-07 15:14:44	0	0	N	3037	0	ON	ON	318	6	EMECPS	C	6	0	1	L	---------------	0	current
246	171014	2012-09-07 08:07:33	209899	270	-1	271	2012-09-07 08:08:47	209899	272	Y	3036	1368	ON	ON	171	14	HEC	C	16	0	2	EST1	9>24-ID=CF08	16	current
240	317012	2012-09-05 18:34:34	209812	527	528	-1	2012-09-06 07:45:33	209863	287	Y	3032	1368	ON	ON	317	12	EMECPS	C	28	0	1	H	---------------	0	current
239	317004	2012-09-05 16:33:32	209812	394	394	-1	9999-12-31 23:00:00	0	0	Y	3032	1368	ON	ON	317	4	EMECPS	C	20	0	1	H	---------------	0	current
237	79004	2012-09-05 02:53:00	209787	378	-1	379	2012-09-05 02:58:42	209787	388	Y	3029	1368	ON	ON	79	4	HEC	A	31	0	2	PAD2	9>24-ID=CF19	16	current
238	317004	2012-09-05 00:24:26	209787	207	217	-1	2012-09-05 07:11:11	0	0	Y	3029	1368	ON	ON	317	4	EMECPS	C	20	0	1	H	---------------	0	current
235	146004	2012-09-04 04:45:56	209736	723	-1	-1	2012-09-04 04:46:29	209736	724	Y	3025	1368	ON	ON	146	4	EMEC	C	4	5	8	L	16>19	4	new
236	132003	2012-09-04 04:16:19	209736	693	-1	-1	2012-09-04 04:16:32	209736	694	Y	3025	1368	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
228	154011	2012-09-02 12:51:44	209629	414	-1	415	2012-09-02 12:55:31	209629	419	Y	3021	1368	ON	ON	154	11	HEC	C	14	0	3	PAD1	25>32-ID=AR05	8	current
234	316010	2012-09-02 10:06:57	209629	237	255	240	9999-12-31 23:00:00	0	0	Y	3021	1368	ON	ON	316	10	EMECPS	C	10	0	1	H	---------------	0	current
230	318010	2012-09-02 09:42:51	209629	212	278	246	9999-12-31 23:00:00	0	0	Y	3021	1368	ON	ON	318	10	EMECPS	C	10	0	1	L	---------------	0	current
231	318011	2012-09-02 09:42:51	209629	212	213	-1	2012-09-02 23:51:25	209644	4	Y	3021	1368	ON	ON	318	11	EMECPS	C	11	0	1	L	---------------	0	current
229	318009	2012-09-02 09:42:50	209629	212	213	-1	2012-09-02 23:51:25	209644	4	Y	3021	1368	ON	ON	318	9	EMECPS	C	9	0	1	L	---------------	0	current
233	316004	2012-09-02 09:42:49	209629	212	213	-1	2012-09-02 23:37:40	209644	1	Y	3021	1368	ON	ON	316	4	EMECPS	C	4	0	1	H	---------------	0	current
232	318003	2012-09-02 09:42:48	209629	212	213	-1	2012-09-02 23:51:25	209644	4	Y	3021	1368	ON	ON	318	3	EMECPS	C	3	0	1	L	---------------	0	current
227	317005	2012-08-31 19:54:05	209580	499	500	-1	2012-09-01 08:23:55	0	0	Y	3016	1368	ON	ON	317	5	EMECPS	C	21	0	1	H	---------------	0	current
224	30011	2012-08-31 00:41:50	209550	340	-1	-1	2012-08-31 00:42:04	209550	341	Y	3016	1368	ON	ON	30	11	EMEC	A	3	3	0	L	66>71	6	new
226	317005	2012-08-31 00:13:02	209550	300	300	-1	9999-12-31 23:00:00	0	0	Y	3016	1368	ON	ON	317	5	EMECPS	C	21	0	1	H	---------------	0	current
225	317005	2012-08-31 00:10:21	209550	297	-1	298	2012-08-31 00:10:57	209550	298	Y	3016	1368	ON	ON	317	5	EMECPS	C	21	0	1	H	---------------	0	current
223	75014	2012-08-28 09:11:25	209381	585	-1	586	2012-08-28 09:26:31	209381	603	Y	3011	1368	ON	ON	75	14	HEC	A	28	0	2	EST1	9>24-ID=SMF02	16	current
222	10004	2012-08-28 08:00:13	209381	503	-1	504	2012-08-28 08:01:06	209381	504	Y	3011	1368	ON	ON	10	4	EMEC	A	1	1	2	L	0>23	24	current
221	206015	2012-08-27 20:55:12	209353	30	-1	-1	2012-08-27 20:55:42	209353	30	N	3009	0	ON	ON	206	15	EMB	A	3	-1	5	H	12	1	current
220	161003	2012-08-26 09:10:39	209254	48	55	-1	2012-08-26 17:43:55	0	0	Y	3005	1368	ON	ON	161	3	HEC	C	23	0	3	PAD1	25>32-ID=CR26	8	current
219	161003	2012-08-26 07:29:54	209252	1	-1	1	2012-08-26 07:38:54	209252	9	N	3005	0	ON	ON	161	3	HEC	C	23	0	3	PAD1	25>32-ID=CR26	8	current
218	161003	2012-08-26 01:58:13	209214	123	125	-1	2012-08-26 03:10:13	0	0	Y	3003	1368	ON	ON	161	3	HEC	C	23	0	3	PAD1	25>32-ID=CR26	8	current
217	161003	2012-08-26 01:49:48	209214	112	-1	112	2012-08-26 01:53:29	209214	116	Y	3003	1368	ON	ON	161	3	HEC	C	23	0	3	PAD1	25>32-ID=CR26	8	current
216	161003	2012-08-25 21:44:04	209183	1023	1027	-1	2012-08-25 22:42:08	209203	2	Y	3002	1368	ON	ON	161	3	HEC	C	23	0	3	PAD1	25>32-ID=CR26	8	current
215	161003	2012-08-25 21:27:53	209183	1007	-1	1007	2012-08-25 21:29:54	209183	1009	Y	3002	1368	ON	ON	161	3	HEC	C	23	0	3	PAD1	25>32-ID=CR26	8	current
214	161003	2012-08-25 21:13:46	209183	993	-1	994	2012-08-25 21:15:14	209183	995	Y	3002	1368	ON	ON	161	3	HEC	C	23	0	3	PAD1	25>32-ID=CR26	8	current
213	153015	2012-08-24 06:02:30	209109	33	-1	33	2012-08-24 06:10:51	209109	41	N	2998	0	ON	ON	153	15	HEC	C	8	0	4	PAD1	33>40-ID=CR24	8	current
212	168005	2012-08-23 18:13:44	209074	183	192	315	2012-08-23 20:34:31	209082	1	Y	2996	1368	ON	ON	168	5	HEC	C	5	0	2	EST2	9>24-ID=AF05	16	current
211	166006	2012-08-22 13:55:11	208982	800	-1	800	2012-08-22 14:02:49	208982	809	Y	2993	1368	ON	ON	166	6	HEC	C	9	0	2	EST1	9>24-ID=AF01	16	current
209	317004	2012-08-21 21:02:37	208970	545	546	0	2012-08-21 23:39:13	0	0	Y	2992	1368	ON	ON	317	4	EMECPS	C	20	0	1	H	---------------	0	current
208	170012	2012-08-21 17:19:25	208970	319	323	-1	2012-08-21 23:42:09	0	0	Y	2992	1368	ON	ON	170	12	HEC	C	14	0	2	PAD2	9>24-ID=CF12	16	current
210	64013	2012-08-21 08:21:18	208931	632	-1	632	2012-08-21 08:26:11	208931	636	N	2991	0	ON	ON	64	13	HEC	A	2	0	2	EST2	9>24-ID=AF14	16	current
206	64013	2012-08-21 05:32:12	208931	445	-1	446	2012-08-21 05:37:16	208931	453	Y	2991	1368	ON	ON	64	13	HEC	A	2	0	2	EST2	9>24-ID=AF14	16	current
204	102011	2012-08-21 00:53:49	208931	161	-1	162	2012-08-21 01:02:12	208931	170	Y	2991	1368	ON	ON	102	11	EMEC	C	2	4	0	L	72>95	24	current
205	132003	2012-08-20 20:53:58	208930	221	-1	-1	2012-08-20 20:54:09	208930	222	Y	2991	1368	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
207	317005	2012-08-20 19:04:12	208930	106	107	-1	9999-12-31 23:00:00	0	0	Y	2991	1368	ON	ON	317	5	EMECPS	C	21	0	1	H	---------------	0	current
203	208011	2012-08-18 13:22:15	208811	249	-1	250	2012-08-18 13:29:14	208811	260	Y	2984	1368	ON	ON	208	11	EMB	A	5	-1	4	L	0>31	32	current
200	4004	2012-08-16 00:35:34	208662	449	-1	449	2012-08-16 00:37:19	208662	450	Y	2976	1368	ON	ON	4	4	EMEC	A	1	1	1	H	0>23	24	current
202	8004	2012-08-16 00:35:32	208662	449	-1	449	2012-08-16 00:36:52	208662	450	Y	2976	1368	ON	ON	8	4	EMEC	A	1	1	2	H	0>23	24	current
201	142011	2012-08-15 16:29:37	208642	254	-1	-1	2012-08-15 16:29:47	208642	255	Y	2975	465	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
199	333007	2012-08-13 04:36:10	208485	261	-1	-1	2012-08-13 04:36:21	208485	262	Y	2957	1368	ON	ON	333	7	EMEC	A	5	8	8	L	28>31	4	new
198	166006	2012-08-08 21:47:30	208258	271	-1	272	2012-08-08 21:54:38	208258	279	Y	2929	1368	ON	ON	166	6	HEC	C	9	0	2	EST1	9>24-ID=AF01	16	current
197	163002	2012-08-08 13:55:57	208189	227	-1	228	2012-08-08 13:57:02	208189	229	Y	2928	1368	ON	ON	163	2	HEC	C	31	0	3	EST1	25>32-ID=CR29	8	current
196	161001	2012-08-06 22:41:44	208123	472	-1	473	2012-08-06 22:43:19	208123	474	Y	2918	1368	ON	ON	161	1	HEC	C	23	0	3	EST2	25>32-ID=CR26	8	current
193	4004	2012-08-04 16:44:05	207982	169	-1	170	2012-08-04 16:46:19	207982	173	Y	2912	1368	ON	ON	4	4	EMEC	A	1	1	1	H	0>23	24	current
192	8004	2012-08-04 16:44:03	207982	169	-1	170	2012-08-04 16:45:50	207982	172	Y	2912	1368	ON	ON	8	4	EMEC	A	1	1	2	H	0>23	24	current
194	61012	2012-08-04 10:29:58	207975	653	-1	654	2012-08-04 10:31:59	207975	656	Y	2911	1368	ON	ON	61	12	HEC	A	24	0	4	PAD2	33>40-ID=CR27	8	current
195	61013	2012-08-04 10:25:48	207975	649	-1	650	2012-08-04 10:26:45	207975	651	Y	2911	1368	ON	ON	61	13	HEC	A	24	0	4	EST2	33>40-ID=CR27	8	current
191	161013	2012-08-02 14:48:42	207884	82	-1	83	2012-08-02 14:51:22	207884	86	N	2904	1	ON	ON	161	13	HEC	C	24	0	4	EST2	33>40-ID=CR08	8	current
189	8004	2012-08-02 06:36:20	207865	179	-1	180	2012-08-02 06:39:00	207865	182	Y	2902	1368	ON	ON	8	4	EMEC	A	1	1	2	H	0>23	24	current
186	4004	2012-08-02 06:36:18	207865	179	-1	180	2012-08-02 06:48:58	207865	191	Y	2902	1368	ON	ON	4	4	EMEC	A	1	1	1	H	0>23	24	current
190	102011	2012-08-02 05:28:59	207865	108	-1	109	2012-08-02 05:29:42	207865	110	Y	2902	1368	ON	ON	102	11	EMEC	C	2	4	0	L	72>95	24	current
187	223013	2012-08-02 00:18:40	207864	212	-1	213	2012-08-02 00:29:44	207864	224	Y	2902	1368	ON	ON	223	13	EMB	A	12	-1	6	H	0>31	32	current
185	139009	2012-08-01 23:59:28	207864	188	215	-1	9999-12-31 23:00:00	0	0	Y	2902	1368	ON	ON	139	9	EMEC	C	7	2	7	L	4>7	4	new
188	171014	2012-08-01 08:57:56	207809	1140	-1	1141	2012-08-01 08:59:16	207809	1144	N	2898	1368	ON	ON	171	14	HEC	C	16	0	2	EST1	9>24-ID=CF08	16	current
184	158006	2012-08-01 03:51:14	207809	830	-1	831	2012-08-01 04:20:42	207809	861	Y	2898	1368	ON	ON	158	6	HEC	C	25	0	4	EST1	33>40-ID=CR21	8	current
183	132003	2012-07-31 19:45:02	207809	339	363	400	2012-07-31 21:01:28	207809	419	Y	2898	1368	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
182	132003	2012-07-29 22:13:49	207664	414	439	-1	9999-12-31 23:00:00	0	0	Y	2891	1368	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
181	62002	2012-07-27 07:56:27	207532	135	-1	135	2012-07-27 07:58:22	207532	137	Y	2884	1368	ON	ON	62	2	HEC	A	29	0	3	EST1	25>32-ID=AR29	8	current
180	54013	2012-07-26 07:44:17	207490	788	-1	788	2012-07-26 07:47:23	207490	791	Y	2880	1368	ON	ON	54	13	HEC	A	14	0	4	EST2	33>40-ID=AR20	8	current
179	163009	2012-07-25 09:45:13	0	0	-1	0	2012-07-25 09:47:53	0	0	N	2876	0	ON	ON	163	9	HEC	C	32	0	3	EST2	25>32-ID=CR32	8	current
